itm_no,prfd_attr_cd
KR5129490038,F104
KR5153430061,M111
KR510909104M,D102
KR5137470101,P101
KR5114470020,C101
KR510902561M,V102
KR510902954M,V103
KR5139470011,D102
KR5153490410,M109
KR5152430007,G110
KR5018410030,D102
KR5194450025,C101
KR5153450265,V101
KR5125450013,M111
KR5153400047,D106
KR5114420057,M111
KR5153490090,C103
KR5153490091,M111
KR5144492042,D106
KR5123490122,C101
KR5119450157,D106
KR5148450030,C103
KR5117490169,D102
KR5127420088,C103
KR5144490035,M106
KR510903043M,M101
KR5129490061,M106
KR515002053M,C101
KR5125530011,N135
KR5170450011,N115
KR5153450908,D106
KR5114450330,M109
KR5114950017,D106
KR5153450154,C101
KR5123450064,M111
KR5134490085,T245
KR5117450029,C103
KR5153470063,W101
KR5110450033,D102
KR5127490165,M111
KR510102006M,E102
KR511306004M,V102
KR515301005M,V101
KR5114490026,M111
KR5127420073,F103
KR5114420137,W104
KR510904158M,M109
KR5153490105,V103
KR5157450024,M111
KR518104048M,G115
KR5144420015,C103
KR5114450111,M109
KR5153470061,M109
KR5181490209,C101
KR5194450054,D102
KR5153520023,F103
KR5111420011,D102
KR5123450014,D102
KR5157450091,C101
KR5148450030,M109
KR518104076M,D102
KR5153450009,C101
KR5131601013,P102
KR5114490282,W101
KR5153430357,M109
KR5127450025,G118
KR5114420065,M111
KR5118420036,C101
KR513509069M,C103
KR5153400032,F103
KR510904160M,M111
KR510902583M,C103
KR5153490101,M109
KR510902988M,D101
KR5139430036,C101
KR5142490031,W107
KR510902509M,M111
KR5114450563,M109
KR5110490010,C103
KR5111450021,P103
KR5138450028,C103
KR5181490177,W101
KR5114490075,W101
KR5114470097,V101
KR5117490028,C103
KR5153480074,W101
KR510904160M,C101
KR5142490144,C103
KR5170651010,D102
KR5010341903,D102
KR5134450070,C101
KR5031410011,E102
KR5114450293,D102
KR5144450080,C101
KR5119450094,C101
KR5144490005,C101
KR5147490055,G110
KR5153430219,V101
KR5120450059,D102
KR5117450027,P103
KR510902318M,C103
KR5113450019,V101
KR5151450091,F101
KR5123490085,D106
KR5129490035,M106
KR5187540023,G115
KR510902856M,IND
KR5160450011,M111
KR5114450665,G118
KR5127450360,N132
KR510902488M,G118
KR510902663M,V102
KR5120470047,D102
KR5152450044,HKG
KR5010201124,C103
KR5148000008,C103
KR5148651018,C101
KR5144490302,W101
KR5153490724,D102
KR5153450570,G118
KR5187450037,D106
KR5152450030,F103
KR515202016M,V101
KR5144450097,D102
KR5118430021,N137
KR5023410021,V101
KR5117450034,M111
KR5127420047,C103
KR518105043M,M112
KR518104115M,C103
KR5157450047,C103
KR510909250M,S121
KR5113456003,M111
KR5110651021,V102
KR5138450031,M111
KR5123490102,W101
KR5113490058,M106
KR5119450090,C103
KR5139430122,C102
KR5185450026,C101
KR518102042M,M109
KR5127490340,C102
KR5113450333,W104
KR5142490030,W107
KR5182490123,D102
KR5148800018,G118
KR5133601065,M111
KR5131490073,S121
KR5117472002,M109
KR5131490027,F103
KR513502063M,C101
KR5144470201,V102
KR5129460000,M111
KR518103012M,G115
KR5125430023,P101
KR5113490139,G115
KR5113490188,N177
KR5142450038,D102
KR5123450121,M111
KR5138490068,M111
KR5151450080,M109
KR511X450002,M109
KR510902949M,V103
KR510904118M,V101
KR5133470021,M111
KR5117471000,F103
KR5181450051,C101
KR5114430052,G110
KR5172440030,D102
KR5132450012,N167
KR5181490138,D102
KR510902502M,C103
KR5129450186,W101
KR5127450061,P101
KR5170450013,W101
KR5152430138,C103
KR5153480021,M109
KR5131450097,N156
KR5153490541,D102
KR5110470268,C103
KR5131450049,C101
KR5153450294,M109
KR5114490078,C103
KR5187450131,D103
KR5117451000,C103
KR5114490123,C101
KR5120490045,D106
KR5153490306,M112
KR5134490088,M112
KR513511013M,C101
KR513509066M,D102
KR5133470025,M111
KR5129490119,M111
KR510902733M,D102
KR5153450066,CHN
KR5110450141,V102
KR510902663M,N138
KR5127470091,S104
KR5151470016,D102
KR5129800008,W101
KR5181450039,C101
KR5181450028,M109
KR5113459010,C101
KR5114530041,D106
KR5148450087,W110
KR5114450342,D102
KR5148450018,N109
KR5127490271,V102
KR5125450087,C103
KR5114490327,W101
KR5137450076,VNM
KR5153490160,V102
KR5138490113,C103
KR5078410011,D102
KR5114490083,D102
KR5125430045,G110
KR5144490200,D106
KR5117420087,C102
KR5144492163,M111
KR5153450590,W142
KR5153450831,D102
KR5119450133,C101
KR513506191M,S117
KR517602038M,W107
KR5144430017,M111
KR5113450096,M111
KR5181490140,W102
KR5125450088,G110
KR515085049M,G118
KR5114490076,V102
KR5127651011,V102
KR5131440020,C102
KR5113490100,M106
KR5133420023,C103
KR5187450090,C101
KR5178490017,T235
KR510904121M,G101
KR5153490300,C103
KR5129450166,M109
KR5172450016,D106
KR510902922M,IND
KR5038410008,M111
KR5153450400,M109
KR5147450051,M111
KR5152502018,M109
KR510902482M,D102
KR5110450110,D102
KR513509012M,S104
KR5153490462,M111
KR5153490314,F103
KR5157450149,F103
KR5151470025,M105
KR5133450041,CHN
KR5114450655,V103
KR511402007M,C103
KR5134450021,D102
KR5181490202,F101
KR5114440007,C101
KR510909201M,M109
KR5116701171,M113
KR513506024M,D102
KR518105043M,N143
KR5161450009,F101
KR5172430040,G115
KR5114470116,F103
KR5148450154,V102
KR5153450550,G118
KR5147450089,CHN
KR5116450044,M111
KR516004021M,C103
KR5113490281,C102
KR5153400024,D102
KR5153420270,C101
KR5142450062,G118
KR5147450088,W122
KR513102130M,D102
KR5170490071,M111
KR5118420021,M111
KR5119450157,F106
KR5113490041,M106
KR5169950019,G115
KR5187450011,M109
KR5153450095,C103
KR5110490059,F103
KR5153400080,F103
KR5151450062,D106
KR510904045M,C103
KR5153450958,D106
KR5153450337,D106
KR5110420103,C103
KR5144492192,M109
KR510902132M,D105
KR5153490090,M112
KR5114450443,M111
KR511103003M,V101
KR5148450150,D105
KR512002069M,C101
KR513102010M,CHN
KR517609073M,P104
KR513501003M,C101
KR518105021M,D102
KR5139450041,P101
KR5110450083,C103
KR5114450431,G118
KR5153450540,M111
KR5153430001,F101
KR5127490137,C103
KR5178490005,G115
KR5110530011,M109
KR5113440041,M111
KR5010201209,C101
KR5110450082,M111
KR5170490008,F103
KR511111109M,D102
KR5123490159,D102
KR5114430115,C101
KR5113450286,C103
KR5127490207,D102
KR5185490018,W101
KR5017410003,F103
KR510909151M,W109
KR5049430008,M111
KR5117420088,C103
KR510902648M,V102
KR5110450083,M111
KR517609058M,M112
KR5151450081,W101
KR510909046M,G110
KR5149490057,M106
KR5144492192,C101
KR5129420030,M111
KR5159550011,M111
KR5120530025,V101
KR5142420013,G118
KR5132430020,D102
KR5127450063,M111
KR5174450044,M109
KR5111450078,C103
KR5019251406,C101
KR5114470030,C101
KR518104013M,F103
KR5162450018,C103
KR5153490739,C103
KR5153450283,V101
KR5149490004,S121
KR5153430059,M109
KR510901128M,F103
KR5117420093,C101
KR5514440008,G115
KR510902037M,G118
KR510902152M,C103
KR5187450036,M111
KR5139430048,D102
KR517602020M,C103
KR510902491M,G118
KR5170490033,G110
KR5153601063,C101
KR5153451110,D101
KR5153451007,D102
KR5153490443,M112
KR5153450333,C101
KR5153450272,M109
KR5129490086,M111
KR5114450506,M109
KR5181490226,N178
KR510902633M,M109
KR5114450088,F103
KR5116420030,C103
KR5114550036,F103
KR5157450083,D102
KR518102085M,F103
KR511502003M,C103
KR5113490063,M106
KR5153420247,C103
KR516702020M,M111
KR510506033M,M109
KR5114490429,D106
KR5172450131,C103
KR5181490175,D102
KR5187450042,D103
KR5127490357,C103
KR5153450580,C103
KR5127490049,M109
KR5113430101,G115
KR5153490562,S121
KR5552430021,C101
KR5153490736,D106
KR5138490142,M109
KR5127471001,V103
KR5127490168,M112
KR5153490139,D102
KR5114450001,F101
KR513509050M,M111
KR5133601007,D105
KR513806005M,C103
KR5153490045,M109
KR514X450002,M111
KR5114430091,C103
KR5153451115,D101
KR5113450100,D102
KR5138490054,F103
KR5120470040,S104
KR510902160M,G118
KR511704020M,C103
KR5170490093,C101
KR5176450025,M111
KR5185450047,V101
KR5129450093,M111
KR5116601009,C101
KR5053410019,F103
KR5124450021,V101
KR5127490271,C101
KR5114420021,D102
KR5139450013,C103
KR510902838M,M111
KR5127490407,G115
KR5187450129,S119
KR5114490349,M106
KR5153520022,M109
KR513506055M,D102
KR510506046M,C101
KR512709002M,C101
KR5114450348,P104
KR5137470010,Q109
KR5170651009,M111
KR5142490068,M111
KR518105008M,F103
KR5170470000,C101
KR5114430001,D102
KR5113431001,D106
KR5114490470,D102
KR5020201005,C103
KR5139450049,G115
KR5117430090,F103
KR5153400003,M111
KR5117490113,M112
KR5153430213,M111
KR5131490040,D102
KR5149420020,M111
KR514102006M,C101
KR5153490445,D102
KR5114450096,C103
KR5194450030,M111
KR5194450034,M109
KR5123420012,C101
KR5149450051,G115
KR5161430008,M111
KR5153490687,C103
KR5127490024,D102
KR5181450030,M109
KR5114490337,G110
KR5153450374,G118
KR5187450137,W101
KR5152430002,V101
KR517302056M,G118
KR5114601172,V102
KR5114450112,C101
KR5180450024,C103
KR510909214M,N107
KR5174450024,M109
KR5127450349,CHN
KR5114450092,N107
KR516002042M,M111
KR5157450044,C101
KR5138490010,D102
KR5157450149,D102
KR5111490043,M111
KR5148450026,D102
KR5172450091,N135
KR510909065M,R107
KR518105009M,M111
KR510902573M,C101
KR513502038M,C101
KR5120490053,F103
KR5153490480,C103
KR5153400051,W101
KR5120920077,M111
KR518102001M,C103
KR5153450011,V101
KR5181490177,V102
KR5153490105,C103
KR5129490050,V102
KR5125420011,F102
KR5114470106,M111
KR5153601011,C101
KR5114601172,M113
KR5135430018,C101
KR5123490020,S119
KR5142450029,C101
KR5127450140,W143
KR5153450051,N122
KR5116450052,V102
KR5114450135,M111
KR5133450030,V102
KR5131450008,V102
KR513502185M,C101
KR5137530020,M109
KR518104112M,C103
KR5127450111,C101
KR5120470015,E102
KR5117490175,D106
KR5127450184,D102
KR5149490029,D102
KR5118420036,N167
KR5153450830,C101
KR5119450092,C101
KR5123490115,M112
KR5053410018,V101
KR5116430076,C103
KR5017410003,E101
KR5185450048,M109
KR5148490070,R107
KR512012214M,V101
KR512002068M,C101
KR511002004M,M111
KR5153480081,W101
KR5153400059,M109
KR5144492203,C101
KR510902045M,C101
KR512306005M,V101
KR5120470039,C101
KR5172450094,F101
KR5174450008,F103
KR5153420172,M109
KR5125490038,V102
KR5117490453,W101
KR5110501001,M109
KR5060430011,M111
KR5175450035,C103
KR5114450416,D106
KR5119450080,CHN
KR5127420051,M111
KR513806002M,C101
KR5311791011,C102
KR5144450061,P104
KR5156450072,C102
KR5114450281,W112
KR510902635M,D102
KR5123470032,C101
KR5114420015,M111
KR511802007M,D102
KR5025101001,C103
KR5153450959,C103
KR5010201147,C101
KR5153490306,M109
KR5127450022,N122
KR5114450161,C103
KR5122420005,M109
KR511306004M,D102
KR5114440002,C103
KR518102053M,M112
KR5172450054,M111
KR5142450031,C103
KR5131450152,W101
KR5153490045,M112
KR5114420095,M109
KR5142450037,W120
KR5114492005,V103
KR5148490227,M109
KR5113420009,F103
KR5182490032,C101
KR5152440013,C103
KR512009008M,M109
KR5113490011,C103
KR551006008M,W104
KR5131450064,N122
KR512009016M,M112
KR5153490593,D106
KR5162450029,C101
KR510509003M,M111
KR5114450252,W104
KR5153450550,CHN
KR512509016M,M111
KR5117490038,V101
KR5127490288,T240
KR5153400019,V103
KR5114450345,N122
KR5114550021,F103
KR5153490313,C103
KR5131420007,C103
KR5132430051,D102
KR5157450092,N135
KR5153450265,S108
KR5114450526,D106
KR5113601009,C101
KR5127440021,VNM
KR5117490401,D106
KR5113490282,M101
KR5153450958,C103
KR5149450030,C103
KR5148800005,G118
KR5119470006,G118
KR5113450132,C101
KR510903084M,S108
KR5139430102,M111
KR5013101466,C101
KR511M490007,N154
KR510902652M,N114
KR5148651003,D105
KR5153450526,V101
KR5111440011,M109
KR5147430040,C103
KR510909204M,M111
KR513502045M,C101
KR5127450116,N135
KR5135430020,M111
KR5139420020,D106
KR5117450027,D102
KR550902401M,M111
KR5156480015,F103
KR5148450071,C101
KR5127450075,V101
KR5170450050,C101
KR512802024M,V101
KR510902512M,C101
KR5153490460,M111
KR5133420019,D102
KR5117450025,D102
KR510906191M,M111
KR5148651024,N109
KR5127450187,M111
KR5134450023,M109
KR5153420031,V103
KR5153450351,M111
KR5153451006,F103
KR5557450001,D102
KR5010201024,C101
KR5127450029,D102
KR5129450048,O117
KR5144420092,C101
KR5170420036,P121
KR5142490101,D102
KR517609012M,M112
KR5127490040,D102
KR5181490016,C103
KR517609094M,M112
KR515085049M,W101
KR5187450039,CHN
KR5127490394,F103
KR5152450042,M111
KR5123490134,M111
KR515203002M,M111
KR5110651027,C103
KR5114420080,S104
KR510909077M,C103
KR5153490540,M112
KR513706032M,N126
KR511L440002,R105
KR5153490021,M111
KR5157450047,M111
KR5151430063,M111
KR5127430047,P121
KR5153470115,C103
KR5114490253,W101
KR5120450020,V101
KR5144420090,C103
KR5153490520,F103
KR5039410030,M111
KR5129430001,V102
KR5117490022,V102
KR5151450044,M109
KR517509066M,W101
KR5153450205,D102
KR5114420098,M109
KR5110490049,M111
KR5116450020,M109
KR5174430010,C101
KR5114450086,D102
KR5144420016,M109
KR510902254M,V102
KR5157482003,M109
KR5170490000,Q107
KR513502154M,C103
KR5153440036,F102
KR5137450075,G118
KR510902122M,D102
KR5153470237,D102
KR5153490564,N143
KR5113450094,M109
KR5114530012,M109
KR515603007M,D106
KR5114450537,D106
KR510902577M,D102
KR5172450108,V102
KR5113490187,C103
KR513304026M,P101
KR5153490625,M112
KR5181490017,N114
KR5170651007,V102
KR5117651020,C103
KR510902219M,M111
KR518102002M,M109
KR5149450075,M111
KR5153460008,C103
KR5185490039,C101
KR5123470035,V101
KR516702026M,C101
KR5147490052,S102
KR5153520021,C101
KR5152430094,C103
KR5114470010,W101
KR511701125M,D102
KR517609096M,P101
KR513404004M,V101
KR5127490108,D106
KR5127420081,P121
KR5172440001,C103
KR5114450652,D102
KR5113490051,M112
KR5113490047,M112
KR511355502M,C101
KR5185490080,C101
KR5125490005,M106
KR5139430103,D102
KR5185450027,V102
KR5114450221,C103
KR5131450011,C101
KR517601004M,C101
KR5110450081,M109
KR518107002M,M111
KR5110450086,M111
KR5131420027,C101
KR5120761010,M111
KR5157450138,W108
KR5170450050,M109
KR5123490122,C103
KR5129450156,C101
KR510902218M,V103
KR5110651001,M111
KR5144490046,D106
KR5148651006,G118
KR5114490255,F103
KR510909191M,M111
KR5137470093,D102
KR5144490022,W101
KR5114450074,V101
KR5114450431,V102
KR515203009M,C101
KR5114420168,D102
KR5129800008,G110
KR510902247M,C101
KR5127470029,C101
KR510901047M,M109
KR5114450296,D102
KR5153440050,M109
KR513506039M,C102
KR5127400018,G110
KR5153450271,M111
KR5114490398,W101
KR5114470071,V101
KR5124490013,W101
KR518105011M,F101
KR513509019M,C103
KR5181450050,G118
KR510902503M,C103
KR512509002M,M111
KR5113490031,M106
KR5127400010,C103
KR5153490600,M109
KR5137470132,C103
KR5172450109,C103
KR5134651001,M111
KR5153450241,F102
KR513509071M,D102
KR5114490329,G115
KR5114430072,F103
KR5114450427,C103
KR5181490089,D102
KR5118450090,V102
KR5137470137,V102
KR5114490138,M111
KR5153430180,C103
KR5116450008,C103
KR5117420091,C103
KR5148000008,N109
KR5153450228,D102
KR5182490120,C103
KR5153450850,M109
KR5153470261,S104
KR5153470206,C101
KR513509069M,M112
KR5127430048,C101
KR5127450257,V101
KR5170470001,USA
KR5149490039,D102
KR5159651003,C101
KR5157450089,M109
KR513702012M,C101
KR5157450130,C101
KR510902699M,M111
KR5187450137,M109
KR5148450039,M105
KR5160420001,V101
KR5114490199,W102
KR5148651025,M111
KR5111450052,N143
KR5131450048,C103
KR5153480011,M109
KR512002034M,W101
KR5151430060,C103
KR5117430022,C103
KR5137470050,C103
KR5144470050,D102
KR5137470095,V101
KR5138490068,C103
KR518104048M,F103
KR5129450047,C103
KR5153490304,T225
KR5114450281,F103
KR5156490081,W115
KR517509064M,C101
KR512002067M,V102
KR5181490070,M111
KR511501001M,R110
KR5114490122,V102
KR5169950019,M109
KR5124490013,G115
KR5153420021,D102
KR5110430011,N122
KR5153490601,V102
KR512002057M,M111
KR5170490022,D102
KR5118420051,N122
KR5114492005,D106
KR5114450552,N142
KR5557450022,V101
KR5024410020,D102
KR5117430081,F103
KR5170490098,C103
KR510902396M,D102
KR5127490157,T245
KR5117450084,M111
KR5175450032,M111
KR5120490074,D102
KR5127490319,W101
KR5127440035,W101
KR5114450076,S104
KR5114450504,S104
KR5137470130,M109
KR5114490482,T260
KR5149490009,M111
KR5110430036,M111
KR518102011M,C103
KR5178490013,W101
KR5151600016,C103
KR5127490237,V103
KR5153480026,T210
KR5153450740,G119
KR5178490003,D102
KR5144492044,M109
KR5113456015,F103
KR5113490219,W101
KR5144450068,G115
KR5118450181,C101
KR5010201158,C101
KR5017410002,F103
KR5153470082,C103
KR5179410010,C101
KR5129450072,N122
KR5127470102,C101
KR518102026M,G115
KR5134450062,M111
KR5129490098,M111
KR5172450054,M109
KR5153420111,C103
KR5144492001,C103
KR515009061M,N109
KR5127490238,M111
KR510904146M,C101
KR5156450010,C103
KR5118490032,M111
KR5149490003,G115
KR5114490237,F103
KR5153420063,C103
KR5113490072,W101
KR5127450333,M109
KR5149490039,T235
KR510902837M,G118
KR5127450319,F103
KR510903046M,D102
KR5127400017,C101
KR517102012M,D102
KR5131490051,C101
KR5144470060,M111
KR510909101M,C101
KR5114440044,M109
KR5113490032,T225
KR5114450504,F101
KR5556450028,C101
KR5049430006,C101
KR5148651026,V102
KR517309016M,O101
KR5153490570,F103
KR5127450063,C101
KR5153490645,C103
KR5153450910,V101
KR5159490008,C101
KR5148651023,M105
KR5136450025,D106
KR5118420036,V101
KR5114420060,M109
KR5172450123,M111
KR5153450280,V101
KR5133420017,D102
KR5153450765,M109
KR510902652M,C101
KR5187430002,N147
KR5117420046,D102
KR5149490029,W101
KR5153451150,M109
KR5149490057,N177
KR5142490071,V102
KR518103010M,V102
KR5110601029,V101
KR5114490059,M112
KR5137470134,C103
KR5114530041,D102
KR515009102M,V103
KR5046101001,C101
KR5149490077,V102
KR5113458005,D102
KR5114470054,N122
KR5133400021,D102
KR5117430020,M111
KR5133450031,V102
KR5114470096,D106
KR5133450011,CHN
KR524094001M,R104
KR5153550020,N138
KR5117450009,V101
KR5182490159,C101
KR5187450106,C101
KR5114490119,V102
KR5127490078,M109
KR5148420086,W104
KR510902609M,V102
KR5153430391,M111
KR5138490049,D102
KR5143490010,M112
KR5181490007,M112
KR5053410018,C101
KR5153680013,S104
KR518102040M,F101
KR5157450134,V102
KR5144490057,C101
KR511014525M,C103
KR5153450490,D105
KR5138450012,C103
KR5153480051,W101
KR5151430041,R105
KR5153450025,M111
KR5129490021,C101
KR5129450043,N156
KR5122410001,M111
KR5144450111,M109
KR5142450023,G118
KR5182490072,C103
KR5133530011,G115
KR5127470087,M111
KR5117471000,W104
KR5127490283,D102
KR5127440036,W101
KR5127490060,S104
KR5120491000,G115
KR5114490109,M109
KR5127450386,D106
KR5172450125,D106
KR5113490058,D102
KR5123450048,C101
KR5148450087,C101
KR5144492004,D106
KR512012304M,D102
KR513011010M,C103
KR5110450132,C101
KR5125550012,M109
KR513507012M,D102
KR5127420042,D102
KR5133550048,CHN
KR5187450072,D103
KR5110430011,G116
KR5129450144,F103
KR5152430077,D106
KR516003013M,G110
KR5132430053,M111
KR5148490020,C103
KR5153400022,N177
KR5011410011,D102
KR5114530030,F103
KR5153450031,V101
KR5153490105,M109
KR5117420009,C101
KR510906191M,G110
KR5134601104,M109
KR510909046M,F102
KR5127450349,N130
KR5153450411,F103
KR5156490082,G118
KR5153430200,F103
KR5172450020,C103
KR5153651034,C103
KR5145450044,W101
KR5110601111,M111
KR510902673M,D102
KR5129490042,M112
KR510902181M,C103
KR5117450028,M111
KR5010201024,D102
KR5134400003,M109
KR510102033M,E102
KR5113450320,S104
KR5133470015,C101
KR5174450056,V101
KR5017410002,E101
KR5144470201,C103
KR5132450015,D106
KR5145430035,D102
KR510909238M,M111
KR5118430030,P101
KR5114450024,C101
KR5114450351,C101
KR5153450127,V101
KR510902330M,V103
KR5153660016,C101
KR5148530011,C103
KR5157450020,C101
KR5134450070,D102
KR5153430351,V101
KR5170450011,N114
KR5113440015,V101
KR5114450332,C103
KR5153480078,D106
KR518101014M,F103
KR5181490019,M111
KR5139490022,M111
KR5120920076,V101
KR5110420136,V101
KR5125430039,M109
KR512602038M,V101
KR5114490038,D102
KR5118450074,C103
KR5153490727,C103
KR5156490028,C101
KR5117490184,C103
KR5114450554,V102
KR5123420012,V101
KR5113470042,G115
KR5129450192,C103
KR5116420000,N167
KR5153490148,M106
KR5131450154,N160
KR5148490041,F103
KR5113450152,V102
KR5170490031,C103
KR5557450023,C101
KR5144490087,D106
KR5110520016,D106
KR5114490276,M111
KR5123450123,C101
KR5122421000,M111
KR5137470142,D102
KR510902085M,C103
KR5127450459,C101
KR5148651007,M112
KR5152440012,V101
KR5119430027,V101
KR5138590027,V102
KR5148450087,C103
KR510904106M,G101
KR515009004M,C103
KR5139601006,C103
KR5156490050,D106
KR5157450007,M111
KR5053410049,C101
KR5153490618,M112
KR5148000014,C103
KR5120450043,C101
KR5113450082,M111
KR5114450087,N122
KR5145450028,D102
KR5125490052,M111
KR511704009M,C101
KR5143450032,V102
KR5182490051,W118
KR510904053M,V102
KR517609089M,V102
KR5152430090,V101
KR510902627M,D102
KR513509012M,M112
KR510902656M,M111
KR5180420016,M111
KR510902523M,C101
KR5144490008,S121
KR5127450260,M109
KR5144470081,M111
KR5114450501,USA
KR5110450092,V102
KR5133450047,V102
KR5153450851,M111
KR5181490061,M112
KR5182490041,C103
KR511102053M,C103
KR5142490050,V102
KR5119490012,M111
KR5134400016,W104
KR5153540010,C103
KR5153470030,M111
KR5114490132,C103
KR5153450021,D105
